sample_id,pilot_group,metric,language,subject,original_human_score,qwen_score,deepseek_score,calibrated_score,recommended_training_use,sample_weight,calibration_source,calibration_confidence,codex_top80_direct_review,target_issue_flag,calibration_note,calibrated_reason_preview
6a65ddfebb3698d3eb20f814a761580fa2f8be48,train_all_low_label,Content Relevance & Scope Control,en,Mathematics,2,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output directly answers the multiple-choice question with the correct option (A) in the requested JSON format. The content is strictly relevant to complex analysis and the specific question about singularities of f(z) = z^2 + 1, with no extraneou"
ba114a1a8452ac012af5a1940b242d85f38538d3,train_all_low_label,"Motivation, Guidance & Positive Feedback",en,Law,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a factually correct correction and a clear explanation of why stare decisis is wrong and what the Double Jeopardy Clause is. However, the rubric emphasizes motivation, encouragement, positive language, and heuristic guidance rathe"
17e0ba51820c815389e5f672d6bed2ca748a8775,train_all_low_label,Error Identification & Correction Precision,zh,Mathematics,2,1,2,2,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator feedback contains a factual error: it claims that quadratic polynomial functions (A) and constant functions (D) possess the diffeomorphism property, which is incorrect. This leads to a misleading correction suggestion, making the error identifica"
4153d3a9a2b62778bf32e38aa33be57d0215987d,train_all_low_label,"Motivation, Guidance & Positive Feedback",en,Basic Medicine,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a correct factual correction and a clear explanation of the error, but the rubric emphasizes motivation, guidance, and positive feedback. The response is entirely neutral and direct, simply giving the corrected answer and explaini"
9fdf5ac4ce9e42b699e040bcc32841d72d8c9e07,train_all_low_label,Basic Factual Accuracy,zh,Basic Medicine,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output contains a critical factual contradiction. It correctly identifies the correct answer as 'D) 钙离子流入细胞' in the explanation section, but then in the personalized feedback section, it tells the student '你的选择是正确的' (Your choice is correct), refe"
3b5a8c4295de94d52db9f719bd2bf0ff725b74bc,train_all_low_label,Higher-Order Thinking & Skill Development,en,Aquaculture,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,The generated question ('Which of the following best describes the primary focus of aquaculture?') is a basic definitional recall question that tests memory and comprehension of the knowledge point rather than higher-order thinking. The reasoning provided mere
7dfd63e7375e5474e2df047ebe282cf4ba8661b8,train_all_low_label,Reasoning Process Rigor,en,Basic Medicine,1,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,True,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output provides complete, clear, and rigorous reasoning. It correctly identifies the student's answer as true, explains the liver's regenerative capacity with accurate biological detail (hepatocyte proliferation, partial hepatectomy), and deliver"
f0c923e09065792432b0f588a7eb74ea86409797,train_all_low_label,"Motivation, Guidance & Positive Feedback",zh,History,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a correct and detailed error correction with factual explanations, but it completely lacks encouragement, supportive language, or positive feedback. The tone is purely informational and neutral, directly giving the corrected answe"
f54280d4caeef0bdadc941acfcd5f7fede5d6838,train_all_low_label,Instruction Following & Task Completion,zh,Basic Medicine,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output contains a critical factual and logical contradiction. It correctly identifies the correct answer as D (calcium ion influx) in the '评分细节' section, but then tells the student '你的选择是正确的' (your choice is correct) in the '个性化反馈' section, even "
e2c88c65f2542bab93dbf50c022a42b356f788d2,train_all_low_label,Reasoning Process Rigor,zh,Basic Medicine,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,The evaluator output contains a critical logical contradiction: it correctly identifies the answer as D (calcium ion influx) but then tells the student 'your choice is correct' when the student selected C (hyperpolarization). This represents a fundamental reas
13af8e6896f2be6cf223e45bf4f1652fe39fe7d3,train_all_low_label,Higher-Order Thinking & Skill Development,en,Business Administration,2,3,2,2,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output provides a basic description of Porter's Five Forces and outlines what an explanation should cover. It does not actively engage the student in higher-order thinking such as analysis, evaluation, or problem-solving. The content primarily re"
a5b40ba0a800e6ec0da88e7d0591d092caa41ae1,train_all_low_label,"Motivation, Guidance & Positive Feedback",zh,English,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides the correct answer and a brief explanation, but it lacks any encouragement, support, or positive language. The tone is purely neutral and factual, offering no motivational or guiding elements as required by the rubric for higher s"
b32ef4e0d4df64758a36c00f66d44107809101c3,train_all_low_label,Higher-Order Thinking & Skill Development,en,Mathematics,2,2,1,2,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides only a basic description of addition without promoting any higher-order thinking, problem-solving, or transfer of knowledge. It merely restates the operation to be performed (adding 5 and 3) in a rote, procedural manner without gu"
971ddfe627f76a7b8e9a9e2c3def60171e09b44a,train_all_low_label,Higher-Order Thinking & Skill Development,en,Business Administration,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a thorough descriptive explanation of Porter's Five Forces but does not include any guiding questions, open-ended prompts, comparative analysis tasks, case studies, or problem-solving activities. The content is purely informationa"
18551ba0c6e7b3ad2bd30333ae0aad09b79b9c98,train_all_low_label,Basic Factual Accuracy,zh,Mathematics,2,1,2,2,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,The evaluator output contains critical factual errors by incorrectly claiming that quadratic polynomial functions and constant functions possess the diffeomorphism property. These errors make the feedback unreliable.
630a88341b60ad40afcd43bf6bf3967c515b8803,train_all_low_label,"Motivation, Guidance & Positive Feedback",zh,History,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a direct corrected answer and factual explanations for the errors, but it lacks any encouraging, supportive, or motivational language. The tone is purely neutral and informational, offering no positive feedback or constructive gui"
1bd5e1ce094da34aea6531591c2674bd221634b6,train_all_low_label,Reasoning Process Rigor,zh,Mathematics,2,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output contains severe factual and logical errors. It incorrectly identifies the correct options as B (cosine) and E (cubic polynomial), when in fact cosine is not a diffeomorphism globally (it is not injective) and cubic polynomials are not diff"
bc6c8aae4e012e80e2052e4e76cb7093dc61ed19,train_all_low_label,Scenario Element Integration,en,Mathematics,2,1,3,2,review_only,0.25,conservative_median,low,False,False,Teacher-human disagreement unresolved; use conservative median with low confidence.,Codex calibration retained the score under unresolved teacher-human disagreement; use this row conservatively.
d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,train_all_low_label,Error Identification & Correction Precision,en,Theoretical Economics,2,4,2,2,low_weight,1.0,human_deepseek_agreement,medium,True,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output contains a factual error: the overall Score is 4 while the ScoringDetails components sum to 5, indicating inaccurate error detection. It fails to identify that the student answer is correct, instead implying an error, and its improvement s"
